customer_id,signup_date,country,segment
102194,2024-03-26,United Kingdom,Consumer
102195,2024-10-10,Netherlands,Consumer
102196,2024-05-26,United Kingdom,SMB
102197,2025-02-10,United Kingdom,SMB
102198,2024-07-15,United Kingdom,Consumer
102199,2025-12-10,France,Mid-Market
102200,2024-10-02,United Kingdom,Mid-Market
102201,2024-08-17,Belgium,Consumer
102202,2025-12-20,Italy,Consumer
102203,2025-01-15,United Kingdom,Consumer
102204,2024-05-04,United Kingdom,Consumer
102205,2024-12-17,United Kingdom,SMB
102206,2024-07-05,France,Consumer
102207,2025-06-07,United Kingdom,Consumer
102208,2025-02-23,United Kingdom,SMB
102209,2025-06-17,United Kingdom,SMB
102210,2025-11-18,Norway,Consumer
102211,2025-06-16,United Kingdom,Mid-Market
102212,2024-09-05,Spain,SMB
102213,2024-05-27,United Kingdom,SMB
102214,2025-01-21,Italy,SMB
102215,2024-11-24,United Kingdom,SMB
102216,2024-08-16,United Kingdom,Consumer
102217,2025-08-15,Italy,Consumer
102218,2025-10-26,Belgium,Consumer
102219,2024-10-05,United Kingdom,SMB
102220,2025-05-12,United Kingdom,Mid-Market
102221,2025-12-20,United Kingdom,SMB
102222,2024-01-09,United Kingdom,Consumer
102223,2024-09-23,United Kingdom,Consumer
102224,2025-06-23,Italy,Mid-Market
102225,2024-12-29,United Kingdom,Consumer
102226,2025-08-01,France,SMB
102227,2024-12-12,United Kingdom,SMB
102228,2024-02-17,United Kingdom,Consumer
102229,2024-11-13,France,Mid-Market
102230,2024-10-22,United Kingdom,Consumer
102231,2025-09-10,France,SMB
102232,2024-04-17,United Kingdom,Consumer
102233,2024-04-23,Belgium,SMB
102234,2024-04-13,Germany,SMB
102235,2025-02-18,Spain,Mid-Market
102236,2025-12-28,United Kingdom,Consumer
102237,2025-03-28,United Kingdom,Mid-Market
102238,2025-08-19,United Kingdom,Enterprise
102239,2025-09-14,United Kingdom,SMB
102240,2025-03-15,United Kingdom,SMB
102241,2025-03-21,United Kingdom,SMB
102242,2024-06-26,United Kingdom,Consumer
102243,2025-12-02,United Kingdom,SMB
102244,2025-07-29,United Kingdom,SMB
102245,2025-09-29,United Kingdom,Enterprise
102246,2025-12-20,United Kingdom,Mid-Market
102247,2024-09-11,Ireland,Mid-Market
102248,2024-04-15,United Kingdom,SMB
102249,2025-09-20,United Kingdom,Mid-Market
102250,2024-12-11,United Kingdom,Consumer
102251,2025-12-01,Germany,SMB
102252,2025-05-22,United Kingdom,Consumer
102253,2024-07-07,United Kingdom,SMB
102254,2024-09-16,Sweden,Consumer
102255,2025-03-22,United Kingdom,Consumer
102256,2024-10-15,Italy,SMB
102257,2024-07-24,Germany,Mid-Market
102258,2024-06-02,United Kingdom,Mid-Market
102259,2025-04-19,United Kingdom,Consumer
102260,2024-01-26,France,Mid-Market
102261,2024-03-09,Norway,Enterprise
102262,2024-02-01,United Kingdom,SMB
102263,2025-06-20,United Kingdom,SMB
102264,2024-01-22,United Kingdom,Consumer
102265,2024-11-02,United Kingdom,Enterprise
102266,2024-03-29,Germany,Consumer
102267,2025-03-05,United Kingdom,Consumer
102268,2024-01-26,France,Enterprise
102269,2024-01-19,Spain,Mid-Market
102270,2024-10-27,Ireland,Consumer
102271,2025-05-23,United Kingdom,Consumer
102272,2024-03-21,Germany,Consumer
102273,2024-12-28,Netherlands,Consumer
102274,2025-08-15,Spain,Mid-Market
102275,2025-04-02,United Kingdom,Consumer
102276,2025-07-02,United Kingdom,Consumer
102277,2024-08-18,United Kingdom,SMB
102278,2025-11-19,Spain,Enterprise
102279,2024-04-16,Ireland,Mid-Market
102280,2025-03-18,United Kingdom,Mid-Market
102281,2024-11-14,United Kingdom,SMB
102282,2024-01-24,United Kingdom,Consumer
102283,2025-11-21,France,Consumer
102284,2025-05-28,United Kingdom,Mid-Market
102285,2024-06-15,United Kingdom,SMB
102286,2024-02-08,Spain,Mid-Market
102287,2025-05-09,Germany,SMB
102288,2025-02-02,United Kingdom,SMB
102289,2024-02-06,United Kingdom,Mid-Market
102290,2025-12-21,Sweden,Consumer
102291,2025-06-08,France,Mid-Market
102292,2024-12-04,United Kingdom,Mid-Market
102293,2024-06-23,United Kingdom,Consumer
102294,2024-07-17,United Kingdom,Mid-Market
102295,2024-11-26,United Kingdom,Consumer
102296,2024-02-11,France,SMB
102297,2024-09-25,United Kingdom,Mid-Market
102298,2024-06-07,United Kingdom,SMB
102299,2024-03-23,France,Mid-Market
102300,2024-04-02,Belgium,Consumer
102301,2024-09-09,Germany,Consumer
102302,2024-10-06,United Kingdom,Enterprise
102303,2024-09-12,United Kingdom,SMB
102304,2025-05-19,United Kingdom,Consumer
102305,2025-01-16,United Kingdom,Mid-Market
102306,2024-05-20,United Kingdom,SMB
102307,2025-12-11,United Kingdom,Consumer
102308,2025-06-17,United Kingdom,Mid-Market
102309,2024-12-09,Italy,Mid-Market
102310,2024-02-05,Norway,SMB
102311,2025-10-30,United Kingdom,SMB
102312,2025-06-28,United Kingdom,Consumer
102313,2024-12-03,United Kingdom,Mid-Market
102314,2024-04-28,United Kingdom,Consumer
102315,2024-03-19,United Kingdom,SMB
102316,2024-07-30,United Kingdom,Enterprise
102317,2024-06-17,Germany,Consumer
102318,2024-06-02,United Kingdom,Enterprise
102319,2024-10-24,Italy,Mid-Market
102320,2024-02-04,United Kingdom,Mid-Market
102321,2024-08-25,United Kingdom,Consumer
102322,2025-09-28,United Kingdom,Consumer
102323,2025-09-24,United Kingdom,SMB
102324,2024-01-07,United Kingdom,Mid-Market
102325,2025-05-11,Norway,Enterprise
102326,2025-12-25,United Kingdom,SMB
102327,2025-02-26,United Kingdom,SMB
102328,2024-10-12,United Kingdom,Consumer
102329,2024-12-25,United Kingdom,SMB
102330,2024-06-04,United Kingdom,SMB
102331,2024-10-17,United Kingdom,Enterprise
102332,2025-11-15,Netherlands,SMB
102333,2025-03-23,United Kingdom,SMB
102334,2024-11-10,United Kingdom,SMB
102335,2024-04-01,France,SMB
102336,2025-10-24,Spain,Mid-Market
102337,2024-04-28,United Kingdom,Consumer
102338,2025-06-11,United Kingdom,SMB
102339,2024-08-09,United Kingdom,Mid-Market
102340,2024-07-22,United Kingdom,Enterprise
102341,2024-05-05,United Kingdom,SMB
102342,2024-10-01,France,Mid-Market
102343,2025-05-09,United Kingdom,Mid-Market
102344,2024-10-31,France,SMB
102345,2024-01-19,United Kingdom,Mid-Market
102346,2024-07-11,Spain,SMB
102347,2024-04-27,Netherlands,Consumer
102348,2024-10-20,United Kingdom,Consumer
102349,2025-10-21,United Kingdom,Consumer
102350,2025-12-04,United Kingdom,SMB
102351,2025-12-30,Spain,Consumer
102352,2024-03-23,United Kingdom,Mid-Market
102353,2024-12-22,United Kingdom,SMB
102354,2024-02-03,United Kingdom,Consumer
102355,2024-12-28,Germany,Consumer
102356,2025-02-25,United Kingdom,SMB
102357,2025-07-19,United Kingdom,Consumer
102358,2024-09-02,Norway,SMB
102359,2024-01-27,United Kingdom,Mid-Market
102360,2024-11-27,Netherlands,SMB
102361,2024-11-08,United Kingdom,SMB
102362,2025-04-01,United Kingdom,Consumer
102363,2024-03-13,Spain,Mid-Market
102364,2025-03-24,France,SMB
102365,2024-10-20,France,Consumer
102366,2025-06-24,United Kingdom,Consumer
102367,2025-12-20,United Kingdom,Consumer
102368,2024-06-15,United Kingdom,Consumer
102369,2025-07-04,United Kingdom,Consumer
102370,2024-04-03,United Kingdom,Enterprise
102371,2025-12-21,United Kingdom,SMB
102372,2024-12-17,United Kingdom,Consumer
102373,2025-06-29,United Kingdom,SMB
102374,2025-07-22,United Kingdom,SMB
102375,2025-03-20,United Kingdom,Mid-Market
102376,2024-10-07,Spain,SMB
102377,2025-07-05,United Kingdom,Enterprise
102378,2024-12-14,United Kingdom,Consumer
102379,2025-04-26,France,Mid-Market
102380,2025-03-24,Netherlands,Mid-Market
102381,2024-12-05,United Kingdom,Mid-Market
102382,2024-03-26,United Kingdom,Consumer
102383,2024-08-01,United Kingdom,SMB
102384,2025-11-16,United Kingdom,SMB
102385,2025-01-15,Germany,Enterprise
102386,2025-04-09,Norway,Mid-Market
102387,2024-07-07,United Kingdom,Mid-Market
102388,2025-05-30,Germany,SMB
102389,2024-12-21,United Kingdom,SMB
102390,2024-06-08,United Kingdom,Consumer
102391,2024-04-16,Germany,Mid-Market
102392,2024-10-15,United Kingdom,Mid-Market
102393,2025-02-17,United Kingdom,Consumer
102394,2024-07-23,United Kingdom,Consumer
102395,2024-06-28,Norway,SMB
102396,2024-07-16,United Kingdom,Consumer
102397,2024-08-02,United Kingdom,SMB
102398,2025-06-24,United Kingdom,SMB
102399,2024-12-30,United Kingdom,Consumer
102400,2024-12-08,United Kingdom,SMB
102401,2024-04-28,Germany,SMB
102402,2025-02-02,Germany,Consumer
102403,2025-12-04,Italy,Consumer
102404,2025-06-28,Netherlands,Consumer
102405,2024-11-22,United Kingdom,Consumer
102406,2024-08-12,United Kingdom,SMB
102407,2024-09-14,United Kingdom,Enterprise
102408,2024-01-20,United Kingdom,Mid-Market
102409,2024-01-22,Belgium,Consumer
102410,2025-07-21,France,SMB
102411,2025-09-08,Sweden,SMB
102412,2025-12-09,United Kingdom,SMB
102413,2025-04-02,United Kingdom,Consumer
102414,2025-11-10,United Kingdom,SMB
102415,2024-10-31,United Kingdom,Mid-Market
102416,2024-07-04,United Kingdom,Consumer
102417,2024-06-28,United Kingdom,Consumer
102418,2024-06-21,United Kingdom,Mid-Market
102419,2025-06-28,Belgium,SMB
102420,2024-01-08,United Kingdom,Consumer
102421,2025-11-22,United Kingdom,Mid-Market
102422,2025-07-20,Germany,Mid-Market
102423,2024-10-05,United Kingdom,Consumer
102424,2025-05-28,Italy,SMB
102425,2024-04-08,France,Mid-Market
102426,2024-11-11,United Kingdom,SMB
102427,2024-03-20,France,SMB
102428,2024-03-22,Ireland,Mid-Market
102429,2024-01-05,Germany,Consumer
102430,2025-08-04,Netherlands,SMB
102431,2025-06-27,France,Consumer
102432,2025-10-14,United Kingdom,Consumer
102433,2025-12-18,United Kingdom,Consumer
102434,2025-12-06,France,SMB
102435,2025-12-26,Belgium,Consumer
102436,2024-01-12,United Kingdom,SMB
102437,2025-07-27,France,Consumer
102438,2025-06-12,United Kingdom,Mid-Market
102439,2024-04-28,Germany,Consumer
102440,2024-04-10,Norway,SMB
102441,2025-12-15,United Kingdom,Enterprise
102442,2025-10-07,United Kingdom,SMB
102443,2024-08-27,United Kingdom,SMB
102444,2024-02-24,United Kingdom,Enterprise
102445,2024-08-31,United Kingdom,SMB
102446,2024-01-04,United Kingdom,Consumer
102447,2025-05-17,United Kingdom,Consumer
102448,2024-10-04,United Kingdom,Enterprise
102449,2024-02-05,United Kingdom,Consumer
102450,2025-12-17,France,Consumer
102451,2025-08-26,France,Consumer
102452,2025-10-23,Ireland,SMB
102453,2025-12-30,Germany,Mid-Market
102454,2024-01-11,Ireland,Consumer
102455,2025-07-20,United Kingdom,SMB
102456,2025-07-29,United Kingdom,SMB
102457,2025-07-25,United Kingdom,SMB
102458,2024-07-12,United Kingdom,Mid-Market
102459,2024-10-12,United Kingdom,Mid-Market
102460,2025-11-10,Spain,Consumer
102461,2024-02-18,France,Enterprise
102462,2025-04-13,United Kingdom,Consumer
102463,2025-08-02,United Kingdom,SMB
102464,2025-08-06,United Kingdom,Consumer
102465,2025-03-12,Germany,Consumer
102466,2025-07-14,Netherlands,SMB
102467,2025-10-26,United Kingdom,SMB
102468,2025-07-13,United Kingdom,SMB
102469,2024-03-25,United Kingdom,Consumer
102470,2024-06-27,United Kingdom,SMB
102471,2024-08-11,Spain,SMB
102472,2024-09-07,France,SMB
102473,2024-09-20,United Kingdom,SMB
102474,2024-06-09,United Kingdom,Mid-Market
102475,2025-05-14,United Kingdom,Consumer
102476,2024-03-21,United Kingdom,Mid-Market
102477,2025-07-29,United Kingdom,Consumer
102478,2025-04-26,United Kingdom,SMB
102479,2025-12-03,Belgium,Mid-Market
102480,2024-01-05,United Kingdom,Consumer
102481,2024-08-03,United Kingdom,Consumer
102482,2025-10-18,United Kingdom,Consumer
102483,2024-12-26,United Kingdom,SMB
102484,2025-02-14,Netherlands,Mid-Market
102485,2024-01-22,United Kingdom,Consumer
102486,2025-07-11,Germany,SMB
102487,2024-07-03,Netherlands,Consumer
102488,2025-12-05,United Kingdom,SMB
102489,2024-09-30,United Kingdom,SMB
102490,2024-05-17,Belgium,Consumer
102491,2025-03-10,United Kingdom,Consumer
102492,2024-12-15,United Kingdom,Consumer
102493,2024-12-10,Italy,Consumer
102494,2025-11-25,Spain,SMB
102495,2024-09-23,United Kingdom,Enterprise
102496,2024-10-17,United Kingdom,Consumer
102497,2025-04-01,United Kingdom,SMB
102498,2024-05-04,Netherlands,Mid-Market
102499,2025-08-28,United Kingdom,Consumer
102500,2024-06-17,United Kingdom,SMB
102501,2024-06-25,France,Consumer
102502,2024-01-08,Belgium,Mid-Market
102503,2024-09-07,Netherlands,Consumer
102504,2025-03-01,United Kingdom,Enterprise
102505,2025-05-30,United Kingdom,Consumer
102506,2025-10-18,Belgium,Consumer
102507,2025-07-22,Belgium,SMB
102508,2024-08-22,United Kingdom,Enterprise
102509,2025-08-26,Ireland,Consumer
102510,2024-05-22,United Kingdom,Consumer
102511,2024-06-02,United Kingdom,Consumer
102512,2024-09-18,United Kingdom,Enterprise
102513,2025-01-29,United Kingdom,Enterprise
102514,2024-05-28,United Kingdom,Mid-Market
102515,2025-10-19,Netherlands,Enterprise
102516,2024-07-16,United Kingdom,Enterprise
102517,2024-10-13,United Kingdom,SMB
102518,2025-03-18,United Kingdom,SMB
102519,2024-11-10,United Kingdom,Enterprise
102520,2024-10-22,United Kingdom,SMB
102521,2025-12-20,United Kingdom,SMB
102522,2024-11-14,United Kingdom,SMB
102523,2024-03-23,Ireland,Consumer
102524,2025-06-17,Italy,Consumer
102525,2025-05-30,United Kingdom,Enterprise
102526,2024-06-09,Italy,Consumer
102527,2025-09-13,Italy,Consumer
102528,2024-10-13,Netherlands,SMB
102529,2024-04-20,Ireland,SMB
102530,2024-05-06,Ireland,SMB
102531,2025-06-06,Ireland,SMB
102532,2024-06-06,France,Mid-Market
102533,2024-12-09,United Kingdom,SMB
102534,2025-06-20,Belgium,Consumer
102535,2025-09-15,United Kingdom,Enterprise
102536,2024-12-23,Germany,Mid-Market
102537,2025-10-25,United Kingdom,Consumer
102538,2024-08-09,United Kingdom,Consumer
102539,2025-09-29,United Kingdom,Consumer
102540,2024-07-01,United Kingdom,Consumer
102541,2024-02-17,United Kingdom,Consumer
102542,2025-06-14,United Kingdom,Enterprise
102543,2025-07-07,United Kingdom,Consumer
102544,2025-11-08,United Kingdom,SMB
102545,2025-11-04,United Kingdom,Mid-Market
102546,2024-03-15,Sweden,Mid-Market
102547,2025-03-30,United Kingdom,SMB
102548,2025-05-29,United Kingdom,SMB
102549,2025-03-15,United Kingdom,SMB
102550,2024-01-14,United Kingdom,SMB
102551,2024-02-02,United Kingdom,SMB
102552,2025-05-05,Ireland,Mid-Market
102553,2025-09-17,Belgium,Consumer
102554,2024-05-10,United Kingdom,Enterprise
102555,2024-02-03,France,Consumer
102556,2024-10-22,United Kingdom,SMB
102557,2024-08-17,United Kingdom,Consumer
102558,2025-12-19,United Kingdom,SMB
102559,2025-11-07,United Kingdom,SMB
102560,2025-02-11,United Kingdom,Mid-Market
102561,2025-11-25,France,Consumer
102562,2024-06-16,Germany,Consumer
102563,2025-12-26,United Kingdom,Consumer
102564,2024-11-22,United Kingdom,Consumer
102565,2024-12-14,United Kingdom,Mid-Market
102566,2024-02-06,United Kingdom,Consumer
102567,2024-05-09,United Kingdom,SMB
102568,2024-05-22,France,SMB
102569,2024-12-22,Norway,Consumer
102570,2024-05-18,United Kingdom,Consumer
102571,2024-03-15,United Kingdom,SMB
102572,2025-03-18,Germany,SMB
102573,2025-09-29,Netherlands,SMB
102574,2024-02-21,United Kingdom,Mid-Market
102575,2025-02-13,United Kingdom,SMB
102576,2025-12-02,France,Enterprise
102577,2024-10-22,Spain,SMB
102578,2024-05-13,United Kingdom,SMB
102579,2024-02-28,Italy,SMB
102580,2025-11-15,United Kingdom,Consumer
102581,2024-10-23,Netherlands,SMB
102582,2024-03-17,United Kingdom,Mid-Market
102583,2025-09-25,United Kingdom,Consumer
102584,2025-08-09,United Kingdom,Consumer
102585,2025-05-29,United Kingdom,SMB
102586,2024-03-02,United Kingdom,Consumer
102587,2024-03-01,United Kingdom,SMB
102588,2024-06-08,United Kingdom,Enterprise
102589,2024-04-26,United Kingdom,Mid-Market
102590,2025-01-23,Germany,Consumer
102591,2024-10-13,Italy,Consumer
102592,2025-07-13,France,Consumer
102593,2024-03-15,United Kingdom,Consumer
102594,2025-06-16,United Kingdom,SMB
102595,2025-11-13,Italy,Consumer
102596,2024-04-05,United Kingdom,SMB
102597,2025-04-21,United Kingdom,SMB
102598,2025-01-07,Belgium,Mid-Market
102599,2024-03-10,Belgium,Consumer
102600,2024-08-02,United Kingdom,Consumer
102601,2025-07-30,France,Consumer
102602,2025-09-27,United Kingdom,Mid-Market
102603,2024-09-26,Germany,Consumer
102604,2024-03-18,United Kingdom,Consumer
102605,2024-06-28,United Kingdom,Consumer
102606,2025-09-08,United Kingdom,SMB
102607,2025-02-20,United Kingdom,Mid-Market
102608,2024-11-10,France,Consumer
102609,2024-01-10,United Kingdom,Consumer
102610,2025-07-26,Spain,SMB
102611,2024-12-06,Netherlands,SMB
102612,2025-02-02,United Kingdom,SMB
102613,2025-09-08,Germany,SMB
102614,2025-02-15,United Kingdom,Consumer
102615,2025-11-09,United Kingdom,SMB
102616,2025-02-13,United Kingdom,Mid-Market
102617,2024-09-07,Spain,Consumer
102618,2025-11-05,Netherlands,Mid-Market
102619,2025-04-14,Italy,SMB
102620,2025-07-09,Spain,Enterprise
102621,2024-06-14,Belgium,Mid-Market
102622,2025-05-05,United Kingdom,Consumer
102623,2025-02-13,Belgium,Consumer
102624,2024-03-17,United Kingdom,Consumer
102625,2024-07-04,United Kingdom,SMB
102626,2025-10-28,United Kingdom,Consumer
102627,2025-02-21,United Kingdom,Mid-Market
102628,2025-07-20,United Kingdom,Consumer
102629,2024-05-05,United Kingdom,Mid-Market
102630,2024-06-08,United Kingdom,SMB
102631,2025-11-19,United Kingdom,SMB
102632,2024-11-03,Spain,Consumer
102633,2025-10-10,Ireland,Consumer
102634,2025-08-13,United Kingdom,SMB
102635,2024-09-03,United Kingdom,Enterprise
102636,2025-11-25,United Kingdom,Consumer
102637,2025-07-21,United Kingdom,Mid-Market
102638,2024-04-03,Netherlands,SMB
102639,2024-03-10,United Kingdom,Consumer
102640,2024-04-02,France,Enterprise
102641,2025-06-25,Germany,Consumer
102642,2024-04-14,United Kingdom,Consumer
102643,2024-07-25,Spain,Consumer
102644,2024-11-13,United Kingdom,SMB
102645,2024-04-09,Spain,Consumer
102646,2024-08-29,France,SMB
102647,2025-05-10,Germany,Consumer
102648,2025-12-11,France,Consumer
102649,2024-12-09,Netherlands,Consumer
102650,2025-06-29,Norway,Mid-Market
102651,2025-01-22,United Kingdom,SMB
102652,2024-12-06,Netherlands,Mid-Market
102653,2025-01-15,Germany,Enterprise
102654,2025-12-01,United Kingdom,SMB
102655,2024-02-13,Italy,SMB
102656,2025-01-10,United Kingdom,Consumer
102657,2024-02-07,United Kingdom,SMB
102658,2025-10-01,United Kingdom,SMB
102659,2025-03-15,United Kingdom,SMB
102660,2024-02-04,Netherlands,Enterprise
102661,2025-04-01,United Kingdom,Mid-Market
102662,2024-11-14,United Kingdom,Consumer
102663,2024-02-04,United Kingdom,Mid-Market
102664,2025-12-16,United Kingdom,SMB
102665,2024-10-03,Netherlands,Mid-Market
102666,2024-01-18,Italy,SMB
102667,2025-03-23,United Kingdom,Consumer
102668,2024-10-01,United Kingdom,SMB
102669,2025-04-25,United Kingdom,SMB
102670,2024-04-28,United Kingdom,Mid-Market
102671,2025-08-28,United Kingdom,SMB
102672,2024-11-03,United Kingdom,Mid-Market
102673,2024-11-03,United Kingdom,Mid-Market
102674,2025-08-10,United Kingdom,Consumer
102675,2025-02-04,United Kingdom,SMB
102676,2024-01-01,United Kingdom,Mid-Market
102677,2025-02-26,Netherlands,Consumer
102678,2025-04-17,Germany,SMB
102679,2024-08-16,United Kingdom,Enterprise
102680,2024-05-12,Netherlands,Consumer
102681,2024-02-09,Spain,Consumer
102682,2025-09-10,United Kingdom,Consumer
102683,2024-01-04,United Kingdom,Consumer
102684,2025-03-02,United Kingdom,Mid-Market
102685,2025-09-03,Germany,Consumer
102686,2024-09-14,United Kingdom,SMB
102687,2024-05-26,France,Mid-Market
102688,2025-06-06,United Kingdom,Consumer
102689,2025-04-05,United Kingdom,Consumer
102690,2024-01-11,Belgium,Consumer
102691,2025-02-25,United Kingdom,SMB
102692,2024-01-01,Spain,Consumer
102693,2024-10-19,Norway,SMB
102694,2024-08-10,Spain,Consumer
102695,2025-09-01,United Kingdom,Consumer
102696,2025-12-15,Netherlands,SMB
102697,2025-05-25,United Kingdom,Consumer
102698,2025-06-20,United Kingdom,Mid-Market
102699,2024-01-17,Spain,Mid-Market
102700,2024-02-16,France,Consumer
102701,2025-07-21,United Kingdom,Consumer
102702,2024-11-09,United Kingdom,Mid-Market
102703,2025-01-05,Netherlands,SMB
102704,2025-05-20,France,SMB
102705,2024-09-10,United Kingdom,SMB
102706,2025-05-13,Italy,SMB
102707,2025-06-15,United Kingdom,SMB
102708,2024-06-24,United Kingdom,Mid-Market
102709,2025-05-16,Ireland,Consumer
102710,2024-05-03,Sweden,SMB
102711,2024-08-15,United Kingdom,Enterprise
102712,2025-07-24,United Kingdom,Consumer
102713,2025-12-19,United Kingdom,SMB
102714,2024-02-17,Spain,Consumer
102715,2025-04-19,United Kingdom,SMB
102716,2025-02-20,United Kingdom,Mid-Market
102717,2025-03-18,Norway,Consumer
102718,2025-07-29,United Kingdom,SMB
102719,2024-02-21,United Kingdom,SMB
102720,2025-06-24,United Kingdom,Consumer
102721,2024-07-23,Netherlands,SMB
102722,2024-04-22,United Kingdom,Consumer
102723,2024-11-22,United Kingdom,Enterprise
102724,2024-01-20,United Kingdom,SMB
102725,2025-04-05,Germany,Consumer
102726,2025-02-17,Germany,Mid-Market
102727,2025-01-09,United Kingdom,SMB
102728,2024-01-23,United Kingdom,Consumer
102729,2025-07-11,Italy,Mid-Market
102730,2024-01-26,United Kingdom,Consumer
102731,2024-07-10,United Kingdom,SMB
102732,2024-10-16,United Kingdom,SMB
102733,2025-05-28,United Kingdom,Consumer
102734,2024-10-25,United Kingdom,Consumer
102735,2025-08-19,United Kingdom,SMB
102736,2025-11-14,United Kingdom,Consumer
102737,2025-07-13,United Kingdom,Mid-Market
102738,2024-01-29,France,SMB
102739,2025-07-17,United Kingdom,Consumer
102740,2024-05-30,United Kingdom,Enterprise
102741,2025-10-11,Netherlands,Mid-Market
102742,2025-12-16,United Kingdom,Consumer
102743,2024-03-02,Germany,Mid-Market
102744,2024-03-13,United Kingdom,Consumer
102745,2025-05-24,Germany,Consumer
102746,2024-04-14,United Kingdom,Mid-Market
102747,2025-12-09,United Kingdom,Mid-Market
102748,2025-01-29,United Kingdom,Consumer
102749,2025-02-23,United Kingdom,Consumer
102750,2025-09-20,United Kingdom,SMB
102751,2024-06-07,France,SMB
102752,2025-02-10,Netherlands,Mid-Market
102753,2025-12-31,United Kingdom,Consumer
102754,2024-01-17,Spain,Consumer
102755,2024-05-07,Germany,Consumer
102756,2024-04-16,Spain,SMB
102757,2024-09-02,France,Consumer
102758,2024-04-04,France,SMB
102759,2024-05-05,United Kingdom,Mid-Market
102760,2025-09-15,France,Mid-Market
102761,2024-12-05,Italy,Mid-Market
102762,2024-09-18,United Kingdom,Mid-Market
102763,2024-11-02,United Kingdom,SMB
102764,2025-12-10,United Kingdom,SMB
102765,2024-12-25,Belgium,Consumer
102766,2024-12-08,United Kingdom,SMB
102767,2025-11-09,France,Mid-Market
102768,2024-01-28,Netherlands,SMB
102769,2024-12-15,Norway,SMB
102770,2025-06-30,United Kingdom,SMB
102771,2025-01-11,Germany,Consumer
102772,2025-09-26,Spain,Mid-Market
102773,2025-10-10,United Kingdom,SMB
102774,2024-09-02,Germany,Consumer
102775,2025-08-20,United Kingdom,SMB
102776,2024-06-27,Ireland,Consumer
102777,2024-06-24,United Kingdom,SMB
102778,2025-12-15,United Kingdom,Consumer
102779,2024-01-10,United Kingdom,SMB
102780,2024-09-15,United Kingdom,Mid-Market
102781,2025-04-05,United Kingdom,Enterprise
102782,2024-10-29,Ireland,Mid-Market
102783,2025-09-09,United Kingdom,Consumer
102784,2024-07-02,United Kingdom,SMB
102785,2025-02-08,France,Mid-Market
102786,2024-04-01,France,Consumer
102787,2024-06-03,United Kingdom,Consumer
102788,2024-05-06,Belgium,Mid-Market
102789,2025-06-25,United Kingdom,Mid-Market
102790,2024-05-28,Netherlands,Consumer
102791,2025-05-04,United Kingdom,Consumer
102792,2024-09-09,Germany,Consumer
102793,2025-02-17,Norway,Consumer
102794,2025-09-30,Netherlands,Mid-Market
102795,2025-09-23,United Kingdom,Enterprise
102796,2024-01-09,Ireland,Mid-Market
102797,2025-07-27,United Kingdom,SMB
102798,2025-11-29,France,Consumer
102799,2025-05-03,Germany,Enterprise
102800,2024-05-16,Norway,SMB
102801,2025-04-30,United Kingdom,Consumer
102802,2025-04-10,United Kingdom,SMB
102803,2025-04-29,United Kingdom,SMB
102804,2024-11-09,United Kingdom,Enterprise
102805,2025-01-18,United Kingdom,Consumer
102806,2025-04-21,United Kingdom,Mid-Market
102807,2024-12-05,Germany,SMB
102808,2025-07-19,United Kingdom,Mid-Market
102809,2025-06-02,United Kingdom,SMB
102810,2024-08-09,United Kingdom,Consumer
102811,2025-03-22,Spain,SMB
102812,2025-07-07,France,Consumer
102813,2024-12-24,United Kingdom,SMB
102814,2025-06-06,United Kingdom,SMB
102815,2024-04-02,United Kingdom,Mid-Market
102816,2024-10-09,United Kingdom,Consumer
102817,2025-05-28,United Kingdom,Consumer
102818,2025-10-16,United Kingdom,Mid-Market
102819,2025-04-17,Italy,Mid-Market
102820,2025-04-30,United Kingdom,SMB
102821,2024-09-07,France,Mid-Market
102822,2025-05-27,United Kingdom,Mid-Market
102823,2024-09-17,Belgium,Consumer
102824,2024-02-08,Norway,Mid-Market
102825,2024-06-29,Germany,Consumer
102826,2025-03-22,United Kingdom,Consumer
102827,2025-12-04,United Kingdom,SMB
102828,2024-12-28,Netherlands,Mid-Market
102829,2025-09-20,Germany,Consumer
102830,2025-07-22,United Kingdom,Mid-Market
102831,2025-02-14,United Kingdom,Mid-Market
102832,2025-08-10,United Kingdom,Consumer
102833,2024-10-20,Netherlands,SMB
102834,2024-11-19,France,Consumer
102835,2025-06-22,Ireland,Mid-Market
102836,2025-04-12,Ireland,Mid-Market
102837,2025-01-20,United Kingdom,SMB
102838,2024-11-12,United Kingdom,Mid-Market
102839,2025-12-14,United Kingdom,SMB
102840,2024-02-18,Germany,SMB
102841,2024-02-10,United Kingdom,Mid-Market
102842,2024-12-16,United Kingdom,SMB
102843,2024-01-26,United Kingdom,Enterprise
102844,2024-09-06,United Kingdom,SMB
102845,2025-02-19,United Kingdom,SMB
102846,2024-10-23,United Kingdom,SMB
102847,2024-05-28,United Kingdom,Mid-Market
102848,2024-07-27,Germany,SMB
102849,2025-03-17,United Kingdom,SMB
102850,2025-11-26,United Kingdom,Mid-Market
102851,2025-07-25,United Kingdom,Consumer
102852,2025-02-04,Netherlands,Consumer
102853,2024-04-10,United Kingdom,SMB
102854,2024-06-26,Germany,Consumer
102855,2024-11-18,Belgium,Enterprise
102856,2024-06-29,France,Enterprise
102857,2025-05-18,United Kingdom,SMB
102858,2024-09-24,Germany,SMB
