date,channel,revenue,orders,spend_channel_gbp,cac_proxy_channel
2024-04-12,Organic,2275.86,33,480.22,14.55
2024-04-12,Paid Search,4155.04,62,726.19,11.71
2024-04-12,Paid Social,2642.6,32,441.18,13.79
2024-04-13,Affiliates,667.8,12,135.84,11.32
2024-04-13,Email,1498.97,22,246.36,11.2
2024-04-13,Organic,3283.59,47,644.67,13.72
2024-04-13,Paid Search,3992.64,54,780.51,14.45
2024-04-13,Paid Social,2740.44,38,495.01,13.03
2024-04-14,Affiliates,1060.89,15,153.44,10.23
2024-04-14,Email,934.76,16,211.56,13.22
2024-04-14,Organic,3726.48,38,546.33,14.38
2024-04-14,Paid Search,3874.25,58,809.03,13.95
2024-04-14,Paid Social,3822.01,54,604.45,11.19
2024-04-15,Affiliates,238.23,6,184.68,30.78
2024-04-15,Email,1474.63,15,184.68,12.31
2024-04-15,Organic,2381.86,32,543.42,16.98
2024-04-15,Paid Search,5023.69,76,702.63,9.25
2024-04-15,Paid Social,3529.15,42,507.33,12.08
2024-04-16,Affiliates,676.38,9,136.47,15.16
2024-04-16,Email,568.18,12,186.86,15.57
2024-04-16,Organic,2921.9,41,533.28,13.01
2024-04-16,Paid Search,4520.08,54,686.54,12.71
2024-04-16,Paid Social,3797.44,46,556.37,12.1
2024-04-17,Affiliates,1032.04,14,145.16,10.37
2024-04-17,Email,1996.76,25,224.89,9.0
2024-04-17,Organic,3486.85,53,490.68,9.26
2024-04-17,Paid Search,5661.14,78,713.52,9.15
2024-04-17,Paid Social,3904.73,54,470.23,8.71
2024-04-18,Affiliates,847.21,11,150.0,13.64
2024-04-18,Email,745.36,13,174.0,13.38
2024-04-18,Organic,2489.7,36,492.0,13.67
2024-04-18,Paid Search,4531.41,59,698.0,11.83
2024-04-18,Paid Social,3105.48,42,486.0,11.57
2024-04-19,Affiliates,1755.79,19,226.26,11.91
2024-04-19,Email,1458.52,21,276.84,13.18
2024-04-19,Organic,2892.08,41,633.54,15.45
2024-04-19,Paid Search,5509.17,66,825.2,12.5
2024-04-19,Paid Social,4122.08,58,700.08,12.07
2024-04-20,Affiliates,834.43,13,183.63,14.13
2024-04-20,Email,1188.43,11,236.09,21.46
2024-04-20,Organic,2783.38,30,593.81,19.79
2024-04-20,Paid Search,3237.93,39,789.36,20.24
2024-04-20,Paid Social,3774.11,51,581.88,11.41
2024-04-21,Affiliates,641.9,11,142.25,12.93
2024-04-21,Email,1197.83,17,254.18,14.95
2024-04-21,Organic,4114.11,49,587.64,11.99
2024-04-21,Paid Search,3730.34,49,764.87,15.61
2024-04-21,Paid Social,3362.27,50,582.98,11.66
2024-04-22,Affiliates,633.03,9,124.39,13.82
2024-04-22,Email,996.75,15,205.33,13.69
2024-04-22,Organic,2970.41,39,477.8,12.25
2024-04-22,Paid Search,3484.2599999999998,54,677.21,12.54
2024-04-22,Paid Social,3190.65,36,489.64,13.6
2024-04-23,Affiliates,615.34,13,131.66,10.13
2024-04-23,Email,941.56,16,220.12,13.76
2024-04-23,Organic,3192.93,41,541.05,13.2
2024-04-23,Paid Search,4755.9400000000005,68,697.4,10.26
2024-04-23,Paid Social,2105.83,35,466.99,13.34
2024-04-24,Affiliates,798.2,11,144.22,13.11
2024-04-24,Email,566.66,9,171.88,19.1
2024-04-24,Organic,1851.3999999999999,29,489.95,16.89
2024-04-24,Paid Search,4271.2,61,675.65,11.08
2024-04-24,Paid Social,3620.77,47,493.9,10.51
2024-04-25,Affiliates,1415.33,17,135.73,7.98
2024-04-25,Email,2111.29,24,251.72,10.49
2024-04-25,Organic,4246.89,60,614.5,10.24
2024-04-25,Paid Search,5978.15,84,895.84,10.66
2024-04-25,Paid Social,3683.03,60,570.08,9.5
2024-04-26,Affiliates,1930.87,22,160.71,7.31
2024-04-26,Email,1019.1999999999999,14,176.2,12.59
2024-04-26,Organic,4121.53,58,493.74,8.51
2024-04-26,Paid Search,3559.03,55,625.41,11.37
2024-04-26,Paid Social,3480.35,51,480.19,9.42
2024-04-27,Affiliates,677.85,11,109.7,9.97
2024-04-27,Email,1171.52,13,162.16,12.47
2024-04-27,Organic,3501.83,40,410.17,10.25
2024-04-27,Paid Search,3974.23,53,561.2,10.59
2024-04-27,Paid Social,1906.31,23,346.58,15.07
2024-04-28,Affiliates,826.45,9,177.33,19.7
2024-04-28,Email,1141.22,19,266.0,14.0
2024-04-28,Organic,2633.21,38,603.9,15.89
2024-04-28,Paid Search,3646.32,53,747.68,14.11
2024-04-28,Paid Social,2322.88,32,601.5,18.8
2024-04-29,Affiliates,738.04,11,142.95,13.0
2024-04-29,Email,851.96,12,222.83,18.57
2024-04-29,Organic,2944.35,38,494.02,13.0
2024-04-29,Paid Search,3304.24,44,691.63,15.72
2024-04-29,Paid Social,2532.7,40,550.78,13.77
2024-04-30,Affiliates,480.65,6,139.65,23.28
2024-04-30,Email,807.4,12,191.52,15.96
2024-04-30,Organic,2198.26,35,516.7,14.76
2024-04-30,Paid Search,3557.48,55,694.25,12.62
2024-04-30,Paid Social,1595.67,26,452.86,17.42
2024-05-01,Affiliates,1037.14,11,148.62,13.51
2024-05-01,Email,1744.4,25,206.56,8.26
2024-05-01,Organic,4453.66,60,697.77,11.63
2024-05-01,Paid Search,3963.18,58,851.44,14.68
2024-05-01,Paid Social,3564.5,46,614.65,13.36
2024-05-02,Affiliates,537.63,9,92.0,10.22
2024-05-02,Email,1367.7,17,136.76,8.04
2024-05-02,Organic,3227.67,39,287.2,7.36
2024-05-02,Paid Search,3889.31,59,418.98,7.1
2024-05-02,Paid Social,3690.26,50,308.33,6.17
2024-05-03,Affiliates,860.73,13,236.65,18.2
2024-05-03,Email,1224.8,19,291.68,15.35
2024-05-03,Organic,3728.76,49,690.67,14.1
2024-05-03,Paid Search,5925.54,79,927.32,11.74
2024-05-03,Paid Social,2216.0,39,605.37,15.52
2024-05-04,Affiliates,1540.26,20,205.89,10.29
2024-05-04,Email,2482.5099999999998,30,304.71,10.16
2024-05-04,Organic,3395.7,48,680.79,14.18
2024-05-04,Paid Search,6777.9400000000005,99,955.31,9.65
2024-05-04,Paid Social,4664.94,59,598.44,10.14
2024-05-05,Affiliates,1154.5900000000001,14,172.49,12.32
2024-05-05,Email,993.23,14,206.99,14.78
2024-05-05,Organic,3223.24,46,556.29,12.09
2024-05-05,Paid Search,4852.8,74,718.01,9.7
2024-05-05,Paid Social,2281.41,38,502.39,13.22
2024-05-06,Affiliates,984.38,14,175.63,12.54
2024-05-06,Email,1160.69,22,189.93,8.63
2024-05-06,Organic,3571.73,43,498.3,11.59
2024-05-06,Paid Search,3915.17,54,716.82,13.27
2024-05-06,Paid Social,3044.8,45,461.54,10.26
2024-05-07,Affiliates,851.85,8,140.22,17.53
2024-05-07,Email,1644.7,29,268.55,9.26
2024-05-07,Organic,2621.76,38,544.23,14.32
2024-05-07,Paid Search,6158.05,71,810.4,11.41
2024-05-07,Paid Social,4148.78,48,613.15,12.77
2024-05-08,Affiliates,1456.69,17,190.87,11.23
2024-05-08,Email,1296.91,18,245.75,13.65
2024-05-08,Organic,2964.69,47,598.87,12.74
2024-05-08,Paid Search,3259.56,52,799.29,15.37
2024-05-08,Paid Social,1917.93,31,551.15,17.78
2024-05-09,Affiliates,1220.75,17,124.62,7.33
2024-05-09,Email,1503.01,19,211.66,11.14
2024-05-09,Organic,4226.84,45,508.38,11.3
2024-05-09,Paid Search,3291.52,55,646.85,11.76
2024-05-09,Paid Social,2442.07,41,486.62,11.87
2024-05-10,Affiliates,714.23,8,101.32,12.66
2024-05-10,Email,1186.86,13,183.02,14.08
2024-05-10,Organic,3302.11,39,415.07,10.64
2024-05-10,Paid Search,3604.96,47,555.6,11.82
2024-05-10,Paid Social,2077.69,28,379.12,13.54
2024-05-11,Affiliates,745.26,9,196.29,21.81
2024-05-11,Email,1931.23,25,358.32,14.33
2024-05-11,Organic,3803.84,52,803.87,15.46
2024-05-11,Paid Search,5606.6900000000005,72,1071.83,14.89
2024-05-11,Paid Social,3766.62,44,685.47,15.58
2024-05-12,Affiliates,986.67,13,195.17,15.01
2024-05-12,Email,1126.91,14,279.2,19.94
2024-05-12,Organic,3981.77,51,658.69,12.92
2024-05-12,Paid Search,3436.79,54,956.86,17.72
2024-05-12,Paid Social,2312.53,31,620.74,20.02
2024-05-13,Affiliates,426.77,7,148.82,21.26
2024-05-13,Email,2314.48,25,261.57,10.46
2024-05-13,Organic,3213.15,43,586.27,13.63
2024-05-13,Paid Search,2647.98,37,746.37,20.17
2024-05-13,Paid Social,3117.98,44,511.86,11.63
2024-05-14,Affiliates,697.14,9,167.35,18.59
2024-05-14,Email,987.54,15,230.68,15.38
2024-05-14,Organic,3201.83,47,585.73,12.46
2024-05-14,Paid Search,4034.32,55,741.78,13.49
2024-05-14,Paid Social,1939.62,34,535.98,15.76
2024-05-15,Affiliates,842.1500000000001,11,183.73,16.7
2024-05-15,Email,2564.2400000000002,31,285.26,9.2
2024-05-15,Organic,3135.6,46,585.03,12.72
2024-05-15,Paid Search,3846.25,61,831.61,13.63
2024-05-15,Paid Social,3075.06,43,531.84,12.37
2024-05-16,Affiliates,881.29,10,186.91,18.69
2024-05-16,Email,1595.77,24,268.07,11.17
2024-05-16,Organic,3382.64,48,639.44,13.32
2024-05-16,Paid Search,4579.66,65,794.38,12.22
2024-05-16,Paid Social,4250.32,54,570.57,10.57
2024-05-17,Affiliates,1074.16,14,110.23,7.87
2024-05-17,Email,1076.98,19,149.92,7.89
2024-05-17,Organic,2464.65,36,361.56,10.04
2024-05-17,Paid Search,3976.59,53,517.36,9.76
2024-05-17,Paid Social,2972.45,39,330.7,8.48
2024-05-18,Affiliates,1399.27,14,146.46,10.46
2024-05-18,Email,756.24,16,211.8,13.24
2024-05-18,Organic,2769.63,41,590.34,14.4
2024-05-18,Paid Search,4660.81,55,777.35,14.13
2024-05-18,Paid Social,3195.87,41,527.25,12.86
2024-05-19,Affiliates,1078.25,16,164.04,10.25
2024-05-19,Email,1663.68,22,237.2,10.78
2024-05-19,Organic,4777.6,54,565.29,10.47
2024-05-19,Paid Search,3525.9,56,735.98,13.14
2024-05-19,Paid Social,2987.03,40,514.3,12.86
2024-05-20,Affiliates,1051.47,12,128.61,10.72
2024-05-20,Email,1476.3,19,212.21,11.17
2024-05-20,Organic,4345.97,60,550.88,9.18
2024-05-20,Paid Search,4122.03,64,726.65,11.35
2024-05-20,Paid Social,4669.15,62,525.16,8.47
2024-05-21,Affiliates,661.61,8,167.95,20.99
2024-05-21,Email,1458.6000000000001,19,237.1,12.48
2024-05-21,Organic,2467.41,33,647.08,19.61
2024-05-21,Paid Search,5824.4,66,834.79,12.65
2024-05-21,Paid Social,3368.83,46,582.87,12.67
2024-05-22,Affiliates,707.83,10,129.02,12.9
2024-05-22,Email,1719.89,18,151.05,8.39
2024-05-22,Organic,2771.5,39,416.97,10.69
2024-05-22,Paid Search,2762.04,40,517.67,12.94
2024-05-22,Paid Social,2305.39,28,358.75,12.81
2024-05-23,Affiliates,933.36,9,131.31,14.59
2024-05-23,Email,1078.57,19,177.96,9.37
2024-05-23,Organic,2441.06,33,400.85,12.15
2024-05-23,Paid Search,3339.87,47,585.72,12.46
2024-05-23,Paid Social,2580.84,36,431.95,12.0
2024-05-24,Affiliates,1208.8,15,137.3,9.15
2024-05-24,Email,1025.61,18,221.64,12.31
2024-05-24,Organic,2926.0099999999998,41,478.58,11.67
2024-05-24,Paid Search,4850.24,67,666.87,9.95
2024-05-24,Paid Social,4243.7699999999995,47,457.0,9.72
2024-05-25,Affiliates,982.0699999999999,16,174.96,10.94
2024-05-25,Email,1890.05,28,281.88,10.07
2024-05-25,Organic,4118.46,58,612.37,10.56
2024-05-25,Paid Search,5165.02,65,750.88,11.55
2024-05-25,Paid Social,4260.77,58,609.94,10.52
2024-05-26,Affiliates,1020.75,14,197.38,14.1
2024-05-26,Email,1753.18,18,261.39,14.52
2024-05-26,Organic,4193.2,63,733.49,11.64
2024-05-26,Paid Search,4865.77,65,872.19,13.42
2024-05-26,Paid Social,3154.24,49,602.8,12.3
2024-05-27,Affiliates,1099.92,17,232.76,13.69
2024-05-27,Email,2681.27,28,243.84,8.71
2024-05-27,Organic,2924.31,44,617.92,14.04
2024-05-27,Paid Search,4981.92,68,950.44,13.98
2024-05-27,Paid Social,4130.96,55,725.99,13.2
2024-05-28,Affiliates,1311.88,21,191.08,9.1
2024-05-28,Email,986.1,13,172.18,13.24
2024-05-28,Organic,3094.49,37,516.55,13.96
2024-05-28,Paid Search,5071.49,66,699.23,10.59
2024-05-28,Paid Social,4354.15,59,520.75,8.83
2024-05-29,Affiliates,1045.31,14,164.38,11.74
2024-05-29,Email,1534.97,18,241.59,13.42
2024-05-29,Organic,3057.0099999999998,43,682.44,15.87
2024-05-29,Paid Search,5343.57,77,809.47,10.51
2024-05-29,Paid Social,3323.46,51,592.78,11.62
2024-05-30,Affiliates,860.08,16,186.09,11.63
2024-05-30,Email,1495.05,16,288.93,18.06
2024-05-30,Organic,1999.1,33,597.45,18.1
2024-05-30,Paid Search,4766.43,62,793.33,12.8
2024-05-30,Paid Social,3400.08,45,582.76,12.95
2024-05-31,Affiliates,955.51,12,140.99,11.75
2024-05-31,Email,1165.12,17,227.01,13.35
2024-05-31,Organic,3234.13,41,611.73,14.92
2024-05-31,Paid Search,3886.73,54,829.18,15.36
2024-05-31,Paid Social,2775.96,37,580.67,15.69
2024-06-01,Affiliates,1029.97,16,170.46,10.65
2024-06-01,Email,1697.84,20,189.4,9.47
2024-06-01,Organic,2681.92,43,589.51,13.71
2024-06-01,Paid Search,6395.38,78,845.2,10.84
2024-06-01,Paid Social,2922.85,42,572.93,13.64
2024-06-02,Affiliates,893.89,14,169.95,12.14
2024-06-02,Email,1779.78,19,221.38,11.65
2024-06-02,Organic,2851.2,44,536.68,12.2
2024-06-02,Paid Search,4414.57,60,753.59,12.56
2024-06-02,Paid Social,3738.14,53,554.57,10.46
2024-06-03,Affiliates,881.94,11,124.24,11.29
2024-06-03,Email,822.87,11,179.06,16.28
2024-06-03,Organic,3962.23,48,469.57,9.78
2024-06-03,Paid Search,3315.78,51,586.5,11.5
2024-06-03,Paid Social,2962.2200000000003,38,467.74,12.31
2024-06-04,Affiliates,1862.84,23,155.14,6.75
2024-06-04,Email,1981.43,30,194.83,6.49
2024-06-04,Organic,3168.54,43,422.12,9.82
2024-06-04,Paid Search,4955.6,72,627.77,8.72
2024-06-04,Paid Social,2155.52,32,404.08,12.63
2024-06-05,Affiliates,1157.82,13,164.83,12.68
2024-06-05,Email,2249.33,27,241.43,8.94
2024-06-05,Organic,4209.67,55,605.91,11.02
2024-06-05,Paid Search,4463.01,61,752.16,12.33
2024-06-05,Paid Social,4121.66,52,557.16,10.71
2024-06-06,Affiliates,1078.8899999999999,16,135.22,8.45
2024-06-06,Email,1773.91,19,229.0,12.05
2024-06-06,Organic,3390.65,48,558.32,11.63
2024-06-06,Paid Search,3963.5,60,774.24,12.9
2024-06-06,Paid Social,3158.52,42,484.17,11.53
2024-06-07,Affiliates,982.34,13,147.93,11.38
2024-06-07,Email,1088.73,19,230.11,12.11
2024-06-07,Organic,4002.15,50,507.48,10.15
2024-06-07,Paid Search,4481.33,58,655.41,11.3
2024-06-07,Paid Social,3154.5,52,513.64,9.88
2024-06-08,Affiliates,1062.03,18,211.3,11.74
2024-06-08,Email,1500.09,21,276.52,13.17
2024-06-08,Organic,5248.83,77,701.73,9.11
2024-06-08,Paid Search,4814.53,59,819.13,13.88
2024-06-08,Paid Social,2414.16,30,600.0,20.0
2024-06-09,Affiliates,717.1700000000001,12,142.96,11.91
2024-06-09,Email,1562.95,21,244.42,11.64
2024-06-09,Organic,3077.64,38,551.09,14.5
2024-06-09,Paid Search,4543.6,67,795.51,11.87
2024-06-09,Paid Social,4601.77,61,571.85,9.37
2024-06-10,Affiliates,577.4,10,94.02,9.4
2024-06-10,Email,1044.66,15,195.56,13.04
2024-06-10,Organic,2841.37,45,487.02,10.82
2024-06-10,Paid Search,5175.21,71,684.46,9.64
2024-06-10,Paid Social,2276.57,33,419.33,12.71
2024-06-11,Affiliates,951.18,12,143.26,11.94
2024-06-11,Email,1006.45,16,229.63,14.35
2024-06-11,Organic,3385.45,53,514.04,9.7
2024-06-11,Paid Search,5598.54,84,701.54,8.35
2024-06-11,Paid Social,3177.21,45,518.26,11.52
2024-06-12,Affiliates,858.35,13,179.08,13.78
2024-06-12,Email,1274.31,22,243.75,11.08
2024-06-12,Organic,4901.47,60,611.86,10.2
2024-06-12,Paid Search,4990.64,68,880.48,12.95
2024-06-12,Paid Social,2818.77,43,572.06,13.3
2024-06-13,Affiliates,1372.77,16,145.5,9.09
2024-06-13,Email,809.01,13,160.23,12.33
2024-06-13,Organic,3515.62,46,478.86,10.41
2024-06-13,Paid Search,3935.8,58,635.41,10.96
2024-06-13,Paid Social,2149.29,27,421.77,15.62
2024-06-14,Affiliates,1570.96,22,161.4,7.34
2024-06-14,Email,1308.24,23,259.15,11.27
2024-06-14,Organic,3589.5899999999997,47,559.22,11.9
2024-06-14,Paid Search,5210.9,70,731.99,10.46
2024-06-14,Paid Social,4475.2,61,561.49,9.2
2024-06-15,Affiliates,1315.58,16,181.46,11.34
2024-06-15,Email,1274.55,20,230.95,11.55
2024-06-15,Organic,5299.4,63,615.07,9.76
2024-06-15,Paid Search,5267.47,69,787.1,11.41
2024-06-15,Paid Social,3149.6,44,542.02,12.32
2024-06-16,Affiliates,1998.66,19,160.34,8.44
2024-06-16,Email,1580.3500000000001,25,240.51,9.62
2024-06-16,Organic,2631.14,39,516.88,13.25
2024-06-16,Paid Search,5228.1900000000005,74,656.12,8.87
2024-06-16,Paid Social,4177.81,60,535.87,8.93
2024-06-17,Affiliates,879.47,13,161.49,12.42
2024-06-17,Email,1944.02,35,232.8,6.65
2024-06-17,Organic,4287.35,59,528.53,8.96
2024-06-17,Paid Search,5345.94,73,662.76,9.08
2024-06-17,Paid Social,4299.3,62,511.75,8.25
2024-06-18,Affiliates,1444.82,16,110.54,6.91
2024-06-18,Email,1017.38,16,160.04,10.0
2024-06-18,Organic,2737.41,43,386.08,8.98
2024-06-18,Paid Search,4199.71,53,626.97,11.83
2024-06-18,Paid Social,2253.96,33,366.28,11.1
2024-06-19,Affiliates,743.86,12,143.26,11.94
2024-06-19,Email,1053.74,13,235.03,18.08
2024-06-19,Organic,3741.31,53,590.93,11.15
2024-06-19,Paid Search,4364.7,56,714.04,12.75
2024-06-19,Paid Social,2746.44,38,555.12,14.61
2024-06-20,Affiliates,417.62,7,127.45,18.21
2024-06-20,Email,621.26,14,173.96,12.43
2024-06-20,Organic,2898.07,39,451.25,11.57
2024-06-20,Paid Search,3144.03,41,559.76,13.65
2024-06-20,Paid Social,2177.0,33,409.92,12.42
2024-06-21,Affiliates,935.74,14,180.27,12.88
2024-06-21,Email,1137.22,21,262.69,12.51
2024-06-21,Organic,4068.03,61,648.99,10.64
2024-06-21,Paid Search,4204.09,62,847.29,13.67
2024-06-21,Paid Social,2935.08,47,636.11,13.53
2024-06-22,Affiliates,1473.22,19,173.44,9.13
2024-06-22,Email,1304.08,22,302.35,13.74
2024-06-22,Organic,4283.95,58,569.55,9.82
2024-06-22,Paid Search,4478.97,60,768.77,12.81
2024-06-22,Paid Social,3681.85,47,529.7,11.27
2024-06-23,Affiliates,1039.27,16,141.43,8.84
2024-06-23,Email,912.7099999999999,11,165.37,15.03
2024-06-23,Organic,2929.67,44,583.13,13.25
2024-06-23,Paid Search,4323.89,56,711.51,12.71
2024-06-23,Paid Social,2806.68,47,574.43,12.22
2024-06-24,Affiliates,1857.86,17,185.04,10.88
2024-06-24,Email,1454.96,22,263.23,11.97
2024-06-24,Organic,3045.87,42,638.52,15.2
2024-06-24,Paid Search,3890.11,56,893.93,15.96
2024-06-24,Paid Social,3260.44,47,625.49,13.31
2024-06-25,Affiliates,440.74,5,110.33,22.07
2024-06-25,Email,874.01,15,198.6,13.24
2024-06-25,Organic,2718.93,40,524.07,13.1
2024-06-25,Paid Search,4251.08,57,604.98,10.61
2024-06-25,Paid Social,1830.26,25,400.87,16.03
2024-06-26,Affiliates,861.51,12,133.74,11.15
2024-06-26,Email,999.75,17,205.46,12.09
2024-06-26,Organic,2347.66,35,445.81,12.74
2024-06-26,Paid Search,3734.67,58,693.91,11.96
2024-06-26,Paid Social,3159.66,40,459.38,11.48
2024-06-27,Affiliates,957.15,10,106.06,10.61
2024-06-27,Email,1274.82,17,176.25,10.37
2024-06-27,Organic,2117.77,29,369.66,12.75
2024-06-27,Paid Search,3509.8,44,545.92,12.41
2024-06-27,Paid Social,2531.71,35,361.86,10.34
2024-06-28,Affiliates,485.78999999999996,10,180.77,18.08
2024-06-28,Email,1208.8600000000001,15,244.57,16.3
2024-06-28,Organic,3310.13,51,717.75,14.07
2024-06-28,Paid Search,5200.16,65,906.49,13.95
2024-06-28,Paid Social,3488.65,48,608.76,12.68
2024-06-29,Affiliates,1939.03,19,209.17,11.01
2024-06-29,Email,1224.69,16,294.06,18.38
2024-06-29,Organic,3988.95,56,782.13,13.97
2024-06-29,Paid Search,6877.52,88,1012.52,11.51
2024-06-29,Paid Social,3699.63,52,733.62,14.11
2024-06-30,Affiliates,486.44,8,107.41,13.43
2024-06-30,Email,956.95,8,202.3,25.29
2024-06-30,Organic,2199.8,34,433.24,12.74
2024-06-30,Paid Search,3241.06,46,588.99,12.8
2024-06-30,Paid Social,2252.7400000000002,34,458.3,13.48
2024-07-01,Affiliates,650.94,10,135.93,13.59
2024-07-01,Email,1653.74,22,223.99,10.18
2024-07-01,Organic,3802.85,47,482.45,10.26
2024-07-01,Paid Search,4244.26,59,647.09,10.97
2024-07-01,Paid Social,3236.9,36,425.01,11.81
2024-07-02,Affiliates,620.96,9,153.49,17.05
2024-07-02,Email,741.21,12,204.65,17.05
2024-07-02,Organic,3936.68,49,585.03,11.94
2024-07-02,Paid Search,4698.45,69,740.74,10.74
2024-07-02,Paid Social,2292.76,34,540.54,15.9
2024-07-03,Affiliates,1272.04,19,159.54,8.4
2024-07-03,Email,1261.01,14,183.78,13.13
2024-07-03,Organic,3226.8,45,492.76,10.95
2024-07-03,Paid Search,4922.28,67,684.61,10.22
2024-07-03,Paid Social,3466.9,45,498.82,11.08
2024-07-04,Affiliates,434.51,7,140.1,20.01
2024-07-04,Email,791.79,10,179.5,17.95
2024-07-04,Organic,4024.36,51,562.58,11.03
2024-07-04,Paid Search,4738.11,61,766.16,12.56
2024-07-04,Paid Social,2407.58,36,540.69,15.02
2024-07-05,Affiliates,1607.51,22,170.55,7.75
2024-07-05,Email,2376.9700000000003,25,213.73,8.55
2024-07-05,Organic,3944.7799999999997,57,580.73,10.19
2024-07-05,Paid Search,4473.65,66,755.59,11.45
2024-07-05,Paid Social,3736.9700000000003,41,438.24,10.69
2024-07-06,Affiliates,1629.25,22,193.94,8.82
2024-07-06,Email,863.0500000000001,15,254.38,16.96
2024-07-06,Organic,3902.9,55,629.66,11.45
2024-07-06,Paid Search,4920.69,67,848.78,12.67
2024-07-06,Paid Social,4230.4,52,591.88,11.38
2024-07-07,Affiliates,324.39,6,124.42,20.74
2024-07-07,Email,1441.64,20,201.93,10.1
2024-07-07,Organic,3457.28,51,552.75,10.84
2024-07-07,Paid Search,3812.61,59,687.37,11.65
2024-07-07,Paid Social,3524.78,41,473.2,11.54
2024-07-08,Affiliates,811.52,11,145.12,13.19
2024-07-08,Email,2274.18,31,233.55,7.53
2024-07-08,Organic,4099.55,55,591.8,10.76
2024-07-08,Paid Search,6464.27,92,793.6,8.63
2024-07-08,Paid Social,2400.54,34,503.37,14.8
2024-07-09,Affiliates,1342.3,18,153.8,8.54
2024-07-09,Email,1670.5,20,193.6,9.68
2024-07-09,Organic,3196.73,47,437.87,9.32
2024-07-09,Paid Search,3483.88,52,638.7,12.28
2024-07-09,Paid Social,2045.31,28,385.39,13.76
2024-07-10,Affiliates,1676.55,20,168.58,8.43
2024-07-10,Email,2227.32,25,195.31,7.81
2024-07-10,Organic,3150.18,57,559.19,9.81
2024-07-10,Paid Search,5612.76,81,643.48,7.94
2024-07-10,Paid Social,4067.66,59,489.29,8.29
2024-07-11,Affiliates,134.32,5,98.71,19.74
2024-07-11,Email,942.1,14,167.17,11.94
2024-07-11,Organic,3316.21,48,426.69,8.89
2024-07-11,Paid Search,4316.69,55,546.1,9.93
2024-07-11,Paid Social,4376.43,48,353.46,7.36
2024-07-12,Affiliates,1123.29,10,129.68,12.97
2024-07-12,Email,1262.07,15,212.02,14.13
2024-07-12,Organic,4518.97,59,549.6,9.32
2024-07-12,Paid Search,3251.7799999999997,60,745.14,12.42
2024-07-12,Paid Social,3269.76,52,421.97,8.11
2024-07-13,Affiliates,468.28,8,141.41,17.68
2024-07-13,Email,1997.68,30,239.31,7.98
2024-07-13,Organic,2807.54,41,580.87,14.17
2024-07-13,Paid Search,3517.89,50,746.21,14.92
2024-07-13,Paid Social,2555.5299999999997,34,467.74,13.76
2024-07-14,Affiliates,654.3,9,205.68,22.85
2024-07-14,Email,1776.14,31,286.86,9.25
2024-07-14,Organic,3134.24,47,665.74,14.16
2024-07-14,Paid Search,5471.91,73,871.41,11.94
2024-07-14,Paid Social,3972.5,53,676.56,12.77
2024-07-15,Affiliates,783.53,13,159.09,12.24
2024-07-15,Email,1612.1,20,224.46,11.22
2024-07-15,Organic,3840.6400000000003,53,560.07,10.57
2024-07-15,Paid Search,5166.5199999999995,71,699.54,9.85
2024-07-15,Paid Social,3651.89,43,536.1,12.47
2024-07-16,Affiliates,131.68,4,150.27,37.57
2024-07-16,Email,950.24,12,224.29,18.69
2024-07-16,Organic,2138.98,33,515.86,15.63
2024-07-16,Paid Search,3282.56,45,816.41,18.14
2024-07-16,Paid Social,1654.93,27,536.05,19.85
2024-07-17,Affiliates,571.92,9,170.99,19.0
2024-07-17,Email,1229.96,22,258.67,11.76
2024-07-17,Organic,4169.24,57,545.84,9.58
2024-07-17,Paid Search,4246.02,55,659.83,12.0
2024-07-17,Paid Social,2522.03,33,556.8,16.87
2024-07-18,Affiliates,584.4,6,94.56,15.76
2024-07-18,Email,200.87,5,114.93,22.99
2024-07-18,Organic,2473.37,30,356.43,11.88
2024-07-18,Paid Search,1723.48,36,485.91,13.5
2024-07-18,Paid Social,1416.27,23,402.98,17.52
2024-07-19,Affiliates,562.76,8,111.08,13.88
2024-07-19,Email,1007.4,18,132.09,7.34
2024-07-19,Organic,3002.63,37,351.25,9.49
2024-07-19,Paid Search,3940.09,53,531.38,10.03
2024-07-19,Paid Social,2857.71,44,375.27,8.53
2024-07-20,Affiliates,448.85,9,158.51,17.61
2024-07-20,Email,884.2600000000001,14,249.09,17.79
2024-07-20,Organic,2980.9700000000003,42,552.53,13.16
2024-07-20,Paid Search,2762.34,47,749.54,15.95
2024-07-20,Paid Social,2137.98,37,554.79,14.99
2024-07-21,Affiliates,731.9,15,160.78,10.72
2024-07-21,Email,1244.6,18,249.82,13.88
2024-07-21,Organic,3247.13,53,653.0,12.32
2024-07-21,Paid Search,3928.01,57,811.31,14.23
2024-07-21,Paid Social,4408.82,55,598.59,10.88
2024-07-22,Affiliates,791.8499999999999,11,165.19,15.02
2024-07-22,Email,1530.56,21,218.13,10.39
2024-07-22,Organic,4296.86,51,506.15,9.92
2024-07-22,Paid Search,4384.6900000000005,60,734.88,12.25
2024-07-22,Paid Social,2822.67,38,493.45,12.99
2024-07-23,Affiliates,1289.85,13,134.73,10.36
2024-07-23,Email,1934.47,20,155.6,7.78
2024-07-23,Organic,2433.16,38,481.99,12.68
2024-07-23,Paid Search,4445.76,62,692.62,11.17
2024-07-23,Paid Social,3969.4700000000003,47,432.65,9.21
2024-07-24,Affiliates,1276.93,15,162.92,10.86
